,InsiderID,NodeCount,EdgeCount,outlierscore,LOFScore
2351,70852,3,2,0.270895239,-1
2352,111812,4,6,0.342847337,-1
2353,111815,2,1,0.013247896,-1
2354,70854,2,1,0.013247896,-1
2355,79048,3,3,0.163469871,-1
2356,70859,2,1,0.013247896,-1
2357,111818,2,1,0.013247896,-1
2358,70858,7,18,0.102247889,-1
2359,79053,2,1,0.013247896,-1
2360,70861,13,78,0.547785026,-1
2361,70860,3,2,0.270895239,-1
2362,87247,6,8,1.225754612,-1
2363,70871,4,3,0.817345077,-1
2364,79065,4,5,0.023614358,-1
2365,87256,5,10,0.484627311,-1
2366,87259,5,10,0.484627311,-1
2367,87258,5,10,0.484627311,-1
2368,87261,5,10,0.484627311,-1
2369,95452,2,1,0.013247896,-1
2370,70881,2,1,0.013247896,-1
2371,70880,2,1,0.013247896,-1
2372,79076,4,5,0.023614358,-1
2373,70887,4,4,0.39540302,-1
2374,70886,2,1,0.013247896,-1
2375,87272,3,3,0.163469871,-1
2376,95467,2,1,0.013247896,-1
2377,70893,5,8,0.165853649,-1
2378,70892,5,10,0.484627311,-1
2379,70899,4,4,0.39540302,-1
2380,79093,3,2,0.270895239,-1
2381,87285,6,10,0.746172561,-1
2382,70905,7,21,0.658629463,-1
2383,95480,2,1,0.013247896,-1
2384,79103,2,1,0.013247896,-1
2385,79102,3,3,0.163469871,-1
2386,87294,3,2,0.270895239,-1
2387,70913,7,21,0.658629463,-1
2388,103683,2,1,0.013247896,-1
2389,103684,2,1,0.013247896,-1
2390,95497,3,3,0.163469871,-1
2391,70926,4,6,0.342847337,-1
2392,70930,4,6,0.342847337,-1
2393,95509,9,30,0.590992714,-1
2394,95511,4,6,0.342847337,-1
2395,70939,3,2,0.270895239,-1
2396,95515,2,1,0.013247896,-1
2397,111898,2,1,0.013247896,-1
2398,70940,2,1,0.013247896,-1
2399,111905,2,1,0.013247896,-1
2400,79139,2,1,0.013247896,-1
2401,79141,2,1,0.013247896,-1
2402,70949,3,2,0.270895239,-1
2403,87332,4,5,0.023614358,-1
2404,70955,7,21,0.658629463,-1
2405,70954,11,46,0.91262819,-56040158.52
2406,79148,3,3,0.163469871,-1
2407,79151,2,1,0.013247896,-1
2408,70960,11,48,0.704030473,-1
2409,70965,6,15,0.587896186,-1
2410,70964,6,12,0.277798624,-1
2411,95540,3,3,0.163469871,-1
2412,95543,3,3,0.163469871,-1
2413,87353,7,21,0.658629463,-1
2414,111929,2,1,0.013247896,-1
2415,111928,5,7,0.466108507,-1
2416,95544,3,3,0.163469871,-1
2417,70968,2,1,0.013247896,-1
2418,87355,3,3,0.163469871,-1
2419,103738,2,1,0.013247896,-1
2420,70973,2,1,0.013247896,-1
2421,79170,3,2,0.270895239,-1
2422,70978,10,42,0.206057349,-1.060092902
2423,87367,9,13,3.280985579,-1.119559292
2424,70985,9,36,0.722213721,-1
2425,87371,3,3,0.163469871,-1
2426,95563,2,1,0.013247896,-1
2427,103756,3,2,0.270895239,-1
2428,70990,5,10,0.484627311,-1
2429,70993,4,6,0.342847337,-1
2430,87376,3,3,0.163469871,-1
2431,70992,3,3,0.163469871,-1
2432,79187,3,3,0.163469871,-1
2433,70995,5,10,0.484627311,-1
2434,95570,3,2,0.270895239,-1
2435,79191,3,3,0.163469871,-1
2436,79192,3,3,0.163469871,-1
2437,111965,4,6,0.342847337,-1
2438,95583,2,1,0.013247896,-1
2439,71007,4,5,0.023614358,-1
2440,95582,2,1,0.013247896,-1
2441,71006,3,3,0.163469871,-1
2442,79201,4,4,0.39540302,-1
2443,71009,3,3,0.163469871,-1
2444,71010,3,3,0.163469871,-1
2445,95589,2,1,0.013247896,-1
2446,95593,6,15,0.587896186,-1
2447,103784,2,1,0.013247896,-1
2448,71020,6,15,0.587896186,-1
2449,95599,2,1,0.013247896,-1
2450,95600,3,2,0.270895239,-1
2451,71024,6,6,1.908442242,-445724782
